artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Simple Plan,I'd Do Anything,197640,False,2002,0,0.395,0.917,8,-6.86,1,0.133,0.00143,0.0,0.261,0.563,169.088,punk-rock
Face To Face,Disconnected,207733,False,1992,0,0.427,0.978,11,-6.639,1,0.0774,0.0307,7.01e-06,0.335,0.747,193.707,punk
Green Day,Nice Guys Finish Last,168867,True,1997,54,0.494,0.993,1,-2.919,0,0.0705,3.27e-05,0.0241,0.173,0.777,93.972,punk
NOFX,Green Corn,105480,True,2004,0,0.192,0.952,0,-4.176,1,0.122,4.46e-05,1.58e-05,0.0604,0.372,176.244,punk
The Offspring,Genocide,213107,False,1994,0,0.337,0.904,0,-7.43,1,0.0739,0.0213,4.86e-05,0.319,0.511,162.463,punk rock
Bad Religion,21st Century (Digital Boy),170707,False,1990,0,0.474,0.971,5,-4.134,1,0.0595,0.00046,0.0,0.284,0.743,132.21,punk
The Red Jumpsuit Apparatus,False Pretense,149640,False,2006,0,0.509,0.93,0,-2.689,0,0.0474,0.00137,0.0,0.152,0.783,154.95,punk-rock
Simple Plan,Addicted,232067,False,2002,0,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,punk-rock
A Day To Remember,All I Want,202640,False,2010,0,0.342,0.981,2,-3.228,0,0.14,2.53e-05,0.0,0.343,0.207,160.083,metalcore
Sum 41,The Bitter End,171907,False,2004,0,0.501,0.957,5,-4.145,0,0.0897,1.85e-05,0.000844,0.123,0.474,101.871,punk rock
Green Day,Stay the Night,276707,True,2012,42,0.371,0.958,2,-4.089,1,0.053,0.000116,0.000904,0.0677,0.6,171.867,punk
blink-182,The Party Song,139200,True,1999,0,0.343,0.94,11,-4.068,1,0.156,0.103,0.0,0.376,0.888,117.714,punk rock
Nirvana,In Bloom - Nevermind Version,253440,False,2002,0,0.438,0.851,10,-5.802,0,0.0505,2.67e-05,0.000136,0.301,0.592,157.088,rock grunge
Panic! At The Disco,Miss Jackson (feat. LOLO),192053,False,2013,64,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002,punk-rock
Sum 41,Fat Lip,178267,True,2001,72,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,punk rock
Jaheim,Put That Woman First,245773,True,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0.0,0.184,0.513,78.935,r-n-b
Mariah Carey,I Don't (feat. YG),256215,False,2017,37,0.419,0.616,5,-5.382,0,0.253,0.126,0.0,0.0636,0.33,203.551,pop
En Vogue,Free Your Mind,293106,False,1992,59,0.765,0.831,7,-6.522,1,0.0565,0.0894,0.0,0.393,0.809,100.026,r-n-b
Summer Walker,Girls Need Love,140760,True,2018,0,0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963,pop
Davido,Fall,240000,False,2017,61,0.928,0.675,5,-3.535,1,0.0566,0.379,0.0,0.0533,0.794,105.952,r-n-b
Kelela,Frontline,339190,False,2017,40,0.438,0.325,0,-9.206,1,0.0432,0.241,1.11e-06,0.0648,0.142,141.504,pop
Shelley FKA DRAM,Cute,241267,True,2016,29,0.696,0.714,8,-6.901,1,0.0484,0.388,2.6e-05,0.102,0.729,74.992,r-n-b
Kehlani,Escape,201720,True,2017,52,0.562,0.688,4,-5.353,1,0.0794,0.0391,0.0,0.235,0.707,79.979,pop
Trey Songz,1x1,203600,True,2017,43,0.493,0.584,9,-6.906,0,0.167,0.0277,0.0,0.191,0.485,103.701,pop
Charlie Wilson,I'm Blessed,208891,False,2016,45,0.685,0.696,8,-4.288,1,0.0321,0.432,0.0,0.127,0.65,160.017,r-n-b
Vivian Green,Get Right Back To My Baby,212427,False,2015,49,0.7,0.742,11,-4.265,0,0.0591,0.0223,0.0,0.0651,0.766,103.88,r-n-b
Usher,Burn,231933,False,2004,68,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,pop
Teyana Taylor,Do Not Disturb,252667,True,2014,49,0.597,0.564,1,-6.968,1,0.232,0.119,0.0,0.229,0.235,135.92,pop
SZA,Quicksand,242200,True,2017,55,0.803,0.69,3,-5.89,1,0.269,0.0781,0.0,0.117,0.444,103.985,pop
The Internet,La Di Da,207013,False,2018,46,0.685,0.745,1,-6.659,1,0.117,0.259,3.11e-05,0.107,0.834,103.119,r-n-b
The Weeknd,The Zone,418507,True,2012,60,0.619,0.521,3,-8.092,0,0.0744,0.26,0.000542,0.101,0.254,139.886,pop
Monica,Love All Over Me,229947,False,2010,49,0.514,0.628,4,-5.661,0,0.0451,0.546,0.0,0.161,0.422,129.539,r-n-b
Nesha Deshaun,Best Kept Secret,211487,True,2017,0,0.551,0.548,0,-7.956,1,0.0988,0.589,0.0,0.129,0.465,121.753,r-n-b
Justin Timberlake,Cry Me a River,288333,False,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,pop
Xscap3,Craving,195608,False,2018,11,0.782,0.535,2,-3.902,1,0.121,0.0428,2.14e-06,0.449,0.764,154.014,r-n-b
Gwen McCrae,Funky Sensation,398840,False,2018,16,0.735,0.48,4,-15.147,0,0.0676,0.064,0.000521,0.0573,0.866,99.382,disco soul
Frank Ocean,Nights,307151,True,2016,77,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,pop
Bruno Mars,Chunky,186973,False,2016,68,0.571,0.539,5,-4.446,0,0.116,0.0208,0.0,0.125,0.727,202.103,pop
Jennifer Hudson,Spotlight,250107,False,2008,44,0.707,0.724,11,-3.887,0,0.051,0.0448,0.0,0.072,0.659,108.984,pop
Jeremih,The Light,179653,True,2018,0,0.83,0.577,4,-5.156,0,0.256,0.0178,8.15e-05,0.0436,0.63,92.973,pop
Boyz II Men,I'll Make Love To You,236773,False,1994,61,0.567,0.501,2,-8.038,1,0.0241,0.0995,0.0,0.0986,0.2,142.589,r-n-b
Tamia,Officially Missing You,242467,False,2004,52,0.476,0.407,4,-9.239,0,0.0368,0.247,0.0,0.144,0.226,178.258,r-n-b
Sunshine Anderson,Heard It All Before,295827,False,2001,56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,r-n-b
Jill Scott,Can't Wait,271667,False,2015,45,0.642,0.572,1,-8.383,0,0.063,0.0814,0.0154,0.0725,0.607,72.493,soul
Janelle Monáe,Yoga,217679,False,2015,50,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,pop
HoodCelebrityy,Walking Trophy,215112,True,2018,53,0.691,0.604,0,-6.358,1,0.341,0.129,0.00494,0.108,0.44,125.55,dancehall
Faith Evans,When We Party (feat. Snoop Dogg),209053,True,2017,38,0.697,0.782,2,-5.901,1,0.289,0.0312,0.0,0.0651,0.629,103.828,r-n-b
Majid Jordan,All Over You,215327,False,2018,46,0.797,0.5,0,-6.964,0,0.0354,0.0579,0.0,0.122,0.492,106.957,pop
Ne-Yo,GOOD MAN,229840,False,2018,37,0.683,0.566,9,-5.965,0,0.255,0.334,0.0,0.397,0.494,73.023,pop
Rihanna,Umbrella,275987,False,2007,64,0.581,0.827,1,-4.566,1,0.141,0.0101,0.0,0.0522,0.549,174.013,pop
Quincy,Late Night Flex,277000,True,2016,24,0.577,0.565,8,-7.226,0,0.0484,0.119,0.0,0.11,0.374,119.946,r-n-b
Yuna,Crush,243133,False,2016,58,0.678,0.414,9,-10.144,0,0.0498,0.366,3.78e-06,0.0885,0.355,130.031,r-n-b
Beyoncé,7/11,213507,False,2014,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,pop
BJ The Chicago Kid,Turnin' Me Up,269173,False,2016,60,0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542,r-n-b
J. Holiday,Suffocate - Superclean,220053,False,2007,58,0.458,0.445,9,-8.391,0,0.361,0.64,0.0,0.118,0.447,82.82,r-n-b
Cardi B,Bickenhead,181624,True,2018,54,0.884,0.814,7,-5.333,1,0.303,0.154,1.67e-06,0.158,0.907,155.938,pop
Bruno Mars,Perm,210053,False,2016,64,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,pop
Xavier Omär,Blind Man,242196,False,2018,56,0.89,0.523,6,-8.526,1,0.056,0.453,1.58e-06,0.0831,0.345,111.031,r-n-b
Beyoncé,Drunk in Love (feat. Jay-Z),323480,True,2014,69,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,pop
Keyshia Cole,Love,255333,False,2005,72,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,pop
H.E.R.,Could've Been (feat. Bryson Tiller),248467,False,2018,0,0.545,0.33,1,-11.719,0,0.164,0.64,7e-06,0.22,0.399,103.553,pop
Keith Sweat,Twisted,260667,False,1996,63,0.615,0.514,11,-9.759,1,0.0466,0.393,0.0,0.248,0.822,175.849,r-n-b
Usher,Yeah!,250373,False,2004,0,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,pop
Mary J. Blige,Only Love,226427,False,2018,28,0.589,0.753,11,-5.807,0,0.101,0.0238,0.0,0.0932,0.828,114.964,r-n-b
Az Yet,Last Night,268600,False,1996,3,0.613,0.527,3,-8.877,0,0.0242,0.421,0.0,0.104,0.356,82.055,r-n-b
Erykah Badu,Next Lifetime,386627,False,1997,58,0.643,0.413,8,-11.929,0,0.0565,0.129,0.00105,0.0949,0.339,130.026,r-n-b
Donell Jones,This Luv,249507,False,1999,53,0.754,0.496,11,-7.357,0,0.045,0.406,2.05e-06,0.0899,0.701,89.97,r-n-b
Trey Songz,Can't Be Friends,220373,False,2010,0,0.451,0.588,11,-7.973,0,0.2,0.0643,0.0,0.171,0.332,171.849,pop
Mýa,Ready for Whatever,202759,True,2017,30,0.593,0.697,4,-6.633,0,0.0544,0.0563,0.0185,0.0756,0.214,115.783,r-n-b
SZA,Wavy (Interlude) (feat. James Fauntleroy),75800,True,2017,57,0.629,0.509,0,-8.1,0,0.0809,0.475,0.0,0.0727,0.389,78.99,pop
Wiz Khalifa,Something New (feat. Ty Dolla $ign),200774,True,2018,59,0.814,0.635,7,-6.609,0,0.0809,0.0935,0.0,0.0892,0.784,87.581,r-n-b
The Internet,Wanna Be,267400,False,2018,50,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,r-n-b
Syd,All About Me,211067,True,2017,38,0.366,0.614,8,-9.163,1,0.175,0.146,0.00265,0.0791,0.627,177.84,r-n-b
Kelly Rowland,Motivation,230560,False,2011,64,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,pop
Nelly Furtado,Promiscuous,242293,False,2006,81,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,pop
Goapele,Closer,228438,False,2002,0,0.715,0.429,1,-6.476,1,0.0315,0.448,0.0223,0.102,0.359,93.006,r-n-b
Omarion,BDY on Me,170463,False,2017,46,0.729,0.495,8,-9.854,1,0.0384,0.114,9.54e-05,0.11,0.444,99.999,r-n-b
Trina,If It Ain't Me,221107,True,2017,0,0.541,0.685,2,-4.746,0,0.168,0.234,0.0,0.473,0.326,131.542,r-n-b
Zonnique,Should've Been,213125,True,2017,27,0.643,0.53,3,-9.097,1,0.0505,0.0244,0.0,0.0837,0.187,120.035,r-n-b
Avery*Sunshine,Heaven Is Right Here (feat. Mr. TalkBox),338187,False,2017,0,0.403,0.477,1,-6.431,1,0.043,0.415,0.0,0.307,0.171,128.592,r-n-b
Usher,Climax,232907,False,2012,0,0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,135.877,pop
Keke Palmer,Wind Up,232267,True,2017,33,0.644,0.776,4,-4.6,0,0.115,0.00618,0.0,0.16,0.47,164.057,pop
Tamar Braxton,Let Me Know (feat. Future),238653,False,2014,48,0.55,0.667,2,-5.362,1,0.0346,0.0958,0.0,0.138,0.433,78.019,r-n-b
Tyrese,Shame,311770,False,2015,43,0.639,0.373,0,-9.425,0,0.0397,0.502,2.03e-06,0.347,0.215,115.951,r-n-b
Masego,Tadow,301893,False,2018,73,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,r-n-b
Babyface,When Can I See You,229600,False,1993,52,0.754,0.472,8,-11.787,1,0.0807,0.257,2.09e-05,0.121,0.613,169.199,r-n-b
Teyana Taylor,Hurry,174200,True,2018,48,0.696,0.463,7,-8.562,1,0.126,0.824,0.0,0.104,0.53,81.35,pop
H.E.R.,Avenue,214240,False,2017,37,0.399,0.387,8,-12.455,1,0.237,0.518,1.88e-06,0.168,0.103,79.031,pop
Diddy,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,306560,False,1997,67,0.833,0.619,7,-5.595,1,0.0538,0.111,2.13e-05,0.159,0.901,109.92,r-n-b
Mila J,Kickin’ Back,202435,True,2016,67,0.703,0.669,11,-7.002,0,0.0648,0.31,0.0,0.115,0.546,115.139,r-n-b
Tinashe,Throw A Fit,158757,True,2018,57,0.888,0.586,0,-6.745,1,0.0604,0.00597,0.0365,0.153,0.401,150.051,pop
Trey Songz,Break from Love,224320,False,2017,38,0.334,0.327,0,-8.454,1,0.0388,0.85,0.0,0.103,0.589,81.204,pop
Syd,Smile More,241347,False,2017,39,0.854,0.386,3,-5.98,0,0.0493,0.0227,0.000695,0.136,0.569,119.966,r-n-b
Eric Bellinger,Make You Mine,221053,True,2017,36,0.638,0.802,7,-5.343,0,0.0975,0.0538,0.0,0.135,0.58,101.826,pop
Alina Baraz,Electric (feat. Khalid),246327,False,2018,66,0.599,0.396,10,-10.489,0,0.0392,0.738,2.19e-05,0.102,0.134,111.072,pop
Mila J,My Main,212720,True,2014,53,0.68,0.531,10,-8.824,0,0.0351,0.0195,0.0,0.169,0.398,95.05,r-n-b
Usher,U Got It Bad,247840,False,2001,68,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,pop
Childish Gambino,Redbone,326933,True,2016,0,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,r-n-b
Monica,So Gone,242773,False,2003,64,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,r-n-b
Ashanti,Rock Wit U (Awww Baby),209120,False,2003,66,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,r-n-b
LeToya Luckett,B2L,253671,False,2017,0,0.49,0.429,10,-9.849,0,0.0958,0.284,0.0,0.263,0.154,96.347,r-n-b
Dru Hill,Never Make A Promise,328400,False,1996,0,0.733,0.471,9,-8.157,0,0.0285,0.268,0.0,0.241,0.468,113.228,r-n-b
Keyshia Cole,Incapable,204947,False,2017,41,0.474,0.503,11,-5.289,1,0.0445,0.335,0.0,0.192,0.431,180.059,pop
SZA,Go Gina,161613,True,2017,63,0.603,0.606,9,-6.634,1,0.114,0.799,0.0,0.391,0.462,80.176,pop
Ariana Grande,everytime,172107,True,2018,69,0.71,0.614,10,-6.757,0,0.0431,0.186,0.0,0.0974,0.658,148.152,pop
Star Cast,I Bring Me,208147,False,2016,46,0.842,0.582,7,-5.448,0,0.239,0.0105,0.0,0.341,0.586,136.942,r-n-b
August Alsina,Don't Matter,172507,False,2017,50,0.668,0.526,9,-7.72,1,0.165,0.166,0.0,0.0408,0.509,127.97,r-n-b
Case,Missing You,284352,False,2001,0,0.615,0.589,1,-6.488,0,0.0467,0.263,0.0,0.0593,0.76,86.305,r-n-b
Ella Mai,Boo'd Up,256064,False,2017,67,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,pop
MAJOR.,Why I Love You,235907,False,2016,44,0.363,0.214,8,-10.348,1,0.0332,0.683,0.0,0.122,0.21,80.354,r-n-b
Brian Culbertson,Colors of Love,324048,False,2018,34,0.646,0.613,11,-8.082,1,0.0278,0.0431,0.873,0.246,0.403,136.036,r-n-b
Ashanti,Helpless (feat. Ja Rule),215373,False,2016,35,0.681,0.656,5,-5.888,1,0.235,0.186,0.0,0.161,0.497,80.976,r-n-b
LION BABE,Hit the Ceiling,278093,False,2017,0,0.57,0.873,7,-5.516,1,0.101,0.0162,0.0231,0.0543,0.353,97.816,r-n-b
Leela James,Hard For Me,201307,False,2017,30,0.583,0.535,1,-5.549,0,0.0472,0.575,0.0,0.0733,0.387,117.172,r-n-b
Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),261133,False,1998,67,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,r-n-b
Jacob Miller,Tenement Yard,154333,False,2012,54,0.888,0.521,4,-6.845,1,0.306,0.229,0.0,0.0794,0.962,143.879,ska dub reggae
Popcaan,Way Up,194851,True,2015,0,0.495,0.844,2,-2.958,1,0.452,0.345,0.0,0.357,0.551,75.415,dancehall
Culture,Humble African,229692,False,2000,0,0.788,0.661,10,-4.88,0,0.0785,0.287,1.16e-06,0.0691,0.833,80.915,ska dub reggae
Gregory Isaacs,Night Nurse,245667,False,1982,0,0.822,0.298,7,-14.86,1,0.162,0.0318,0.0299,0.0316,0.931,74.679,dub reggae
Rootz Underground,Herb Fields (Album Version),273093,False,2008,36,0.741,0.575,2,-7.303,0,0.336,0.211,0.0,0.0427,0.876,74.382,reggae
Beres Hammond,Putting Up Resistance,231453,False,2004,0,0.749,0.849,10,-5.622,0,0.125,0.081,1.89e-06,0.277,0.769,81.994,reggae
Alborosie,Herbalist,191333,False,2008,55,0.804,0.607,10,-6.84,0,0.37,0.0773,0.0,0.0993,0.823,142.421,reggae
Martin Jondo,Jah Gringo (Single Version),216573,False,2006,0,0.708,0.686,0,-7.483,0,0.32,0.189,0.0,0.353,0.829,79.366,reggae
Lion D,Blaze Up,244106,False,2015,0,0.772,0.594,9,-4.974,0,0.0717,0.69,0.0,0.0744,0.873,119.968,reggae
Christopher Martin,Steppin Razor,242933,False,2015,0,0.537,0.803,7,-3.711,0,0.289,0.021,0.0,0.147,0.506,177.909,dancehall
Kiprich,Telephone Ting,205453,False,2005,0,0.826,0.543,7,-6.218,1,0.246,0.177,0.0,0.287,0.694,80.067,dancehall
Garnett Silk,Watch Over Our Shoulders,226440,False,2000,16,0.621,0.647,11,-5.028,0,0.1,0.206,0.0,0.117,0.679,167.331,dancehall reggae
Luciano,My People Rise,241255,False,2012,17,0.728,0.806,4,-3.514,0,0.183,0.201,0.0,0.0452,0.79,159.926,dancehall reggae
The Abyssinians,Satta - Amassa - Gana,221588,False,2012,40,0.564,0.761,1,-4.448,0,0.0695,0.314,0.0,0.512,0.7,74.588,ska dub reggae
Ky-Mani Marley,Rub-a-Dub Soldier,195584,False,2011,0,0.529,0.653,3,-7.385,0,0.359,0.332,0.0,0.156,0.562,154.108,reggae
Lutan Fyah,Bossman,218040,False,2015,12,0.814,0.618,6,-5.387,0,0.218,0.204,0.0,0.11,0.729,82.011,dancehall
Romain Virgo,I Am Rich In Love,226467,False,2011,18,0.671,0.721,7,-6.037,1,0.275,0.0361,0.0,0.138,0.347,90.29,reggae
Vybz Kartel,Thank You Jah,232067,False,2013,35,0.647,0.663,5,-11.551,0,0.367,0.755,0.0,0.138,0.841,97.964,dancehall
Bob Marley & The Wailers,Kaya,195880,False,1978,0,0.815,0.529,11,-11.37,1,0.066,0.0068,1.72e-05,0.0955,0.857,97.63,reggae
Chronixx,Eternal Fire,239240,False,2014,0,0.616,0.738,9,-7.362,0,0.072,0.164,2.74e-05,0.2,0.803,84.98,dancehall
Demarco,Apartment,152712,True,2013,0,0.691,0.827,6,-4.846,0,0.344,0.151,0.0,0.337,0.798,90.776,dancehall
Capleton,That Day Will Come,246453,False,2004,0,0.696,0.837,0,-5.034,0,0.118,0.0647,0.0,0.113,0.916,153.294,dancehall reggae
Tarrus Riley,Gimme Likkle One Drop,174483,False,2012,0,0.683,0.727,4,-3.328,1,0.18,0.256,0.0,0.118,0.777,87.062,dancehall reggae
Morgan Heritage,Nothing To Smile About,205027,False,2009,32,0.695,0.661,7,-5.642,1,0.255,0.641,0.0,0.323,0.77,82.031,dancehall reggae
Ijahman Levi,Jah Heavy Load,329200,False,2008,0,0.791,0.563,9,-11.557,0,0.0417,0.0604,0.00042,0.113,0.721,122.264,dub reggae
Cocoa Tea,Come Again,204314,False,2012,37,0.785,0.619,1,-6.08,1,0.0389,0.133,0.0,0.31,0.619,84.141,reggae
Busy Signal,Sweet Love [Night Shift],221680,False,2010,26,0.819,0.678,0,-3.335,1,0.0934,0.352,0.0,0.0988,0.667,87.004,dancehall
Dre Island,Find Dem Flaw,256500,False,2013,0,0.679,0.689,4,-3.943,0,0.15,0.0961,5.62e-06,0.0974,0.411,159.866,dancehall
Alpha Blondy,Brigadier Sabari,284000,False,1982,52,0.879,0.73,10,-6.795,0,0.163,0.245,3.64e-06,0.287,0.957,88.291,reggae
Mavado,Final Destination - Raw,166962,False,2012,0,0.513,0.838,5,-2.927,1,0.16,0.0502,0.0,0.256,0.881,133.171,dancehall
Vybz Kartel,Real Badman,202440,False,2011,0,0.831,0.825,6,-3.677,1,0.301,0.541,0.0,0.25,0.555,105.076,dancehall
Capleton,Blessed,258959,False,2014,0,0.614,0.81,0,-5.749,0,0.328,0.253,0.0,0.157,0.906,71.671,dancehall reggae
Beres Hammond,Groovy Little Thing,208480,False,2004,0,0.582,0.56,2,-9.075,1,0.326,0.0484,4.15e-06,0.0909,0.649,72.784,reggae
Alborosie,Waan The Herb (feat. Michael Rose),221720,False,2015,26,0.772,0.62,10,-5.527,0,0.159,0.126,0.0,0.266,0.89,80.885,reggae
Jah Bouks,Angola,246640,False,2013,0,0.672,0.577,10,-7.755,1,0.255,0.0856,0.0,0.109,0.666,82.59,reggae
Yellowman,Nobody Move Nobody Get Hurt,221133,False,1984,0,0.698,0.764,0,-5.819,1,0.165,0.325,0.0,0.224,0.545,82.166,dub reggae
Pinchers,Bandelero,213360,False,1991,0,0.715,0.35,11,-13.846,1,0.121,0.0469,0.0,0.0724,0.752,81.682,reggae
Bob Marley & The Wailers,Ride Natty Ride,231467,False,1979,0,0.924,0.61,10,-7.89,1,0.0791,0.0812,0.00452,0.053,0.942,125.028,reggae
Vybz Kartel,Without Money,242939,False,2014,0,0.537,0.746,0,-4.351,0,0.389,0.706,0.0,0.133,0.596,196.304,dancehall
Anthony B,Freedom Fighter,240183,False,2012,0,0.715,0.747,9,-5.727,1,0.197,0.135,0.0,0.203,0.857,172.088,dancehall reggae
Ninjaman,Ninja Mi Ninja,201956,False,2013,36,0.641,0.861,2,-4.519,1,0.245,0.465,0.0,0.366,0.946,85.969,reggae
Ras Shiloh,Are You Satisfied,244880,False,2002,0,0.607,0.569,10,-7.672,0,0.0676,0.0794,2.7e-06,0.252,0.745,79.128,reggae
Busy Signal,Bedroom Bully,165787,False,2013,0,0.597,0.713,0,-6.456,1,0.26,0.0147,0.0,0.069,0.374,99.761,dancehall
Peter Tosh,Downpressor Man,385187,False,1977,45,0.82,0.499,5,-9.813,1,0.0659,0.00671,0.000266,0.0669,0.885,148.565,dub reggae
Duane Stephenson,August Town,324093,False,2007,43,0.837,0.544,11,-5.379,1,0.375,0.106,0.0,0.244,0.832,141.569,dancehall
Wailing Souls,Act Of Affection,163200,False,1980,0,0.824,0.596,2,-7.015,1,0.0671,0.0899,9.65e-05,0.0396,0.852,137.454,ska dub reggae
Tony Rebel,Jah Is By My Side,231027,False,1997,0,0.683,0.601,10,-9.744,0,0.142,0.0608,0.0,0.0776,0.901,79.05,reggae
Shaggy,Fight This Feeling,198507,False,2014,0,0.691,0.666,7,-5.6,1,0.105,0.111,0.0,0.103,0.759,79.781,reggae
Jo Mersa Marley,Rock and Swing,230280,False,2014,28,0.543,0.824,5,-5.48,0,0.374,0.162,0.0,0.353,0.709,147.806,reggae
Beres Hammond,Rockaway,231800,False,2003,0,0.72,0.519,8,-7.11,1,0.0962,0.147,0.0,0.0943,0.815,83.782,reggae
Pressure,Ina Dancehall,220576,False,2010,28,0.815,0.759,7,-4.094,0,0.277,0.033,0.0,0.28,0.905,90.013,reggae
Agent Sasco (Assassin),So Mi Born,192000,False,2015,0,0.731,0.562,1,-7.208,1,0.461,0.507,0.0,0.161,0.241,119.793,dancehall
Chronixx,Start a Fyah,228576,False,2012,37,0.643,0.734,9,-4.514,0,0.237,0.119,0.0,0.314,0.601,171.948,dancehall
Jah Sun,Heart Like Lion,183613,False,2012,31,0.641,0.754,4,-5.768,1,0.131,0.104,0.0,0.258,0.863,90.015,reggae
Garnett Silk,It's Growing,212707,False,2000,23,0.793,0.591,2,-4.312,1,0.136,0.0257,0.0,0.0545,0.812,83.384,dancehall reggae
Cham,Wine,225637,True,2012,0,0.609,0.723,1,-3.972,0,0.333,0.174,0.0,0.229,0.78,129.585,dancehall
Christopher Martin,Mi Friend Dem,177273,False,2012,0,0.52,0.683,11,-5.349,1,0.251,0.0838,0.0,0.0673,0.935,85.561,reggae
Anthony B,Raid The Barn,211573,False,1996,0,0.702,0.562,3,-11.772,0,0.301,0.321,0.0,0.133,0.744,81.372,dancehall reggae
Alkaline,Things Mi Love,206992,False,2013,0,0.639,0.698,1,-8.422,1,0.139,0.746,0.0,0.107,0.728,92.098,dancehall
Tarrus Riley,She's Royal,251027,False,2006,55,0.754,0.459,8,-5.947,1,0.11,0.00834,0.0,0.0742,0.829,78.079,dancehall reggae
Sugar Minott,Good Thing Going,197333,False,2010,0,0.671,0.519,1,-11.165,1,0.0376,0.645,0.000368,0.31,0.939,77.532,ska dub reggae
Alaine,Bye Bye Bye,206397,False,2011,0,0.713,0.717,10,-5.973,1,0.193,0.0917,0.0,0.0482,0.549,89.068,reggae
Dexta Daps,7Eleven,175800,True,2015,0,0.659,0.76,1,-2.564,0,0.151,0.237,0.0,0.148,0.742,119.849,dancehall
Junior Kelly,If Love So Nice,246267,False,1999,0,0.772,0.484,9,-9.491,1,0.286,0.216,0.0,0.336,0.756,80.56,dancehall reggae
Skarra Mucci,Bomboclaat,190000,False,2014,0,0.847,0.729,7,-4.35,1,0.227,0.178,0.0,0.911,0.505,96.061,reggae
Protoje,The Flame (feat. Kabaka Pyramid),319920,False,2015,0,0.703,0.777,1,-4.76,1,0.143,0.0315,6.56e-05,0.0485,0.586,160.112,dancehall
Morgan Heritage,Down By The River,226813,False,1999,0,0.704,0.64,1,-5.639,1,0.037,0.216,0.0,0.0803,0.959,80.893,dancehall reggae
Demarco,Nuff Gal - Raw,186933,True,2011,0,0.556,0.925,0,-4.545,0,0.394,0.153,0.0,0.0804,0.826,200.042,dancehall
Damian Marley,Me Name Jr. Gong,230693,False,1996,0,0.812,0.656,6,-5.102,0,0.0788,0.134,0.0,0.0764,0.903,125.455,reggae
Capital Letters,Smoking My Ganja,262960,False,1979,40,0.838,0.558,2,-7.383,1,0.0875,0.022,0.00437,0.0756,0.935,120.605,dub reggae
Peter Tosh,Legalize It,278872,False,1976,47,0.701,0.784,0,-7.212,1,0.204,0.128,0.0,0.0713,0.712,145.249,dub reggae
Richie Spice,Youth Dem Cold,224453,False,2007,0,0.73,0.706,8,-6.04,0,0.325,0.0299,0.0,0.383,0.83,79.694,dancehall
Culture,Two Sevens Clash,208053,False,1978,27,0.765,0.551,9,-8.64,0,0.083,0.00442,0.0,0.0559,0.711,136.452,ska dub reggae
Popcaan,Everything Nice - Remix,276181,True,2014,0,0.679,0.604,6,-8.533,1,0.2,0.168,1.26e-06,0.0861,0.318,100.048,dancehall
